"Xkm" "Ykm" "Elev"
   757.250061       5035.25000       0.00000000    
   757.350037       5035.25000       0.00000000    
   757.450073       5035.25000       0.00000000    
   757.550049       5035.25000       0.00000000    
   757.650085       5035.25000       0.00000000    
   757.750061       5035.25000       0.00000000    
   757.850037       5035.25000       0.00000000    
   757.950073       5035.25000       0.00000000    
   758.050049       5035.25000       0.00000000    
   758.150085       5035.25000       0.00000000    
   758.250061       5035.25000       0.00000000    
   758.350037       5035.25000       0.00000000    
   758.450073       5035.25000       0.00000000    
   758.550049       5035.25000       0.00000000    
   758.650085       5035.25000       0.00000000    
   758.750061       5035.25000       0.00000000    
   758.850037       5035.25000       0.00000000    
   758.950073       5035.25000       0.00000000    
   759.050049       5035.25000       0.00000000    
   759.150085       5035.25000       0.00000000    
   759.250061       5035.25000       0.00000000    
   759.350037       5035.25000       4.99999523E-02
   759.450073       5035.25000      0.100000024    
   759.550049       5035.25000      0.149999976    
   759.650085       5035.25000      0.200000048    
   759.750061       5035.25000      0.250000000    
   759.850037       5035.25000      0.212500036    
   759.950073       5035.25000      0.174999982    
   760.050049       5035.25000      0.137500018    
   760.150085       5035.25000       9.99999642E-02
   760.250061       5035.25000       6.25000000E-02
   760.350037       5035.25000      0.362499714    
   760.450073       5035.25000      0.662500143    
   760.550049       5035.25000      0.962499857    
   760.650085       5035.25000       1.26250029    
   760.750061       5035.25000       1.56250000    
   760.850037       5035.25000       1.27500021    
   760.950073       5035.25000      0.987499893    
   761.050049       5035.25000      0.699999452    
   761.150085       5035.25000      0.412499726    
   761.250061       5035.25000      0.125000000    
   761.350037       5035.25000      0.100000024    
   761.450073       5035.25000       7.50000477E-02
   761.550049       5035.25000       4.99999523E-02
   761.650085       5035.25000       2.49999762E-02
   761.750061       5035.25000       0.00000000    
   761.850037       5035.25000       0.00000000    
   761.950073       5035.25000       0.00000000    
   762.050049       5035.25000       0.00000000    
   762.150085       5035.25000       0.00000000    
   762.250061       5035.25000       0.00000000    
   762.350037       5035.25000       4.99999523E-02
   762.450073       5035.25000       9.99999046E-02
   762.550049       5035.25000      0.150000095    
   762.650085       5035.25000      0.200000048    
   762.750061       5035.25000      0.250000000    
   762.850037       5035.25000      0.200000048    
   762.950073       5035.25000      0.150000095    
