 PEAK VALUE Output  --------  CD            1

        1   HOUR Average  CONCENTRATION Values at Selected Receptors  (ng/m**3)    
       19   Receptors are Included

 PD START TIME
 YYYY JDY HHMM   (I , J)  T     X(km)      Y(km)  

 2017 249 1600     0   0         0.000      0.000  0.000000E+00
 2017 249 1700     0   0         0.000      0.000  0.000000E+00
 2017 249 1800     0   0         0.000      0.000  0.000000E+00
 2017 249 1900     0   0         0.000      0.000  0.000000E+00
 2017 249 2000     0   0         0.000      0.000  0.000000E+00
 2017 249 2100     0   0         0.000      0.000  0.000000E+00
 2017 249 2200     0   0         0.000      0.000  0.000000E+00
 2017 249 2300     0   0         0.000      0.000  0.000000E+00
 2017 250 0000     0   0         0.000      0.000  0.000000E+00
 2017 250 0100     0   0         0.000      0.000  0.000000E+00
 2017 250 0200     0   0         0.000      0.000  0.000000E+00
 2017 250 0300     0   0         0.000      0.000  0.000000E+00
 2017 250 0400     0   0         0.000      0.000  0.000000E+00
 2017 250 0500     0   0         0.000      0.000  0.000000E+00
 2017 250 0600     0   0         0.000      0.000  0.000000E+00
 2017 250 0700     0   0         0.000      0.000  0.000000E+00
 2017 250 0800     0   0         0.000      0.000  0.000000E+00
 2017 250 0900     0   0         0.000      0.000  0.000000E+00
 2017 250 1000     0   0         0.000      0.000  0.000000E+00
 2017 250 1100     0   0         0.000      0.000  0.000000E+00
 2017 250 1200     0   0         0.000      0.000  0.000000E+00
 2017 250 1300     0   0         0.000      0.000  0.000000E+00
 2017 250 1400     0   0         0.000      0.000  0.000000E+00
 2017 250 1500     0   0         0.000      0.000  0.000000E+00
 2017 250 1600     0   0         0.000      0.000  0.000000E+00
 2017 250 1700     0   0         0.000      0.000  0.000000E+00
 2017 250 1800     0   0         0.000      0.000  0.000000E+00
 2017 250 1900     0   0         0.000      0.000  0.000000E+00
 2017 250 2000     0   0         0.000      0.000  0.000000E+00
 2017 250 2100     0   0         0.000      0.000  0.000000E+00
 2017 250 2200     0   0         0.000      0.000  0.000000E+00
 2017 250 2300     0   0         0.000      0.000  0.000000E+00
 2017 251 0000     0   0         0.000      0.000  0.000000E+00
 2017 251 0100     0   0         0.000      0.000  0.000000E+00
 2017 251 0200     0   0         0.000      0.000  0.000000E+00
 2017 251 0300     0   0         0.000      0.000  0.000000E+00
 2017 251 0400     0   0         0.000      0.000  0.000000E+00
 2017 251 0500     0   0         0.000      0.000  0.000000E+00
 2017 251 0600     0   0         0.000      0.000  0.000000E+00
 2017 251 0700     0   0         0.000      0.000  0.000000E+00
 2017 251 0800     0   0         0.000      0.000  0.000000E+00
 2017 251 0900     0   0         0.000      0.000  0.000000E+00
 2017 251 1000     0   0         0.000      0.000  0.000000E+00
 2017 251 1100     0   0         0.000      0.000  0.000000E+00
 2017 251 1200     0   0         0.000      0.000  0.000000E+00
 2017 251 1300     0   0         0.000      0.000  0.000000E+00
 2017 251 1400     0   0         0.000      0.000  0.000000E+00
 2017 251 1500     0   0         0.000      0.000  0.000000E+00
 2017 251 1600     0   0         0.000      0.000  0.000000E+00
 2017 251 1700     0   0         0.000      0.000  0.000000E+00
 2017 251 1800     0   0         0.000      0.000  0.000000E+00
 2017 251 1900     0   0         0.000      0.000  0.000000E+00
 2017 251 2000     0   0         0.000      0.000  0.000000E+00
 2017 251 2100     0   0         0.000      0.000  0.000000E+00
 2017 251 2200     0   0         0.000      0.000  0.000000E+00
 2017 251 2300     0   0         0.000      0.000  0.000000E+00
 2017 252 0000     0   0         0.000      0.000  0.000000E+00
 2017 252 0100     0   0         0.000      0.000  0.000000E+00
 2017 252 0200     0   0         0.000      0.000  0.000000E+00
 2017 252 0300     0   0         0.000      0.000  0.000000E+00
 2017 252 0400     0   0         0.000      0.000  0.000000E+00
 2017 252 0500     0   0         0.000      0.000  0.000000E+00
 2017 252 0600     0   0         0.000      0.000  0.000000E+00
 2017 252 0700     0   0         0.000      0.000  0.000000E+00
 2017 252 0800     0   0         0.000      0.000  0.000000E+00
 2017 252 0900     0   0         0.000      0.000  0.000000E+00
 2017 252 1000     0   0         0.000      0.000  0.000000E+00
 2017 252 1100     0   0         0.000      0.000  0.000000E+00
 2017 252 1200     0   0         0.000      0.000  0.000000E+00
 2017 252 1300     0   0         0.000      0.000  0.000000E+00
 2017 252 1400     0   0         0.000      0.000  0.000000E+00
 2017 252 1500     0   0         0.000      0.000  0.000000E+00
 2017 252 1600     0   0         0.000      0.000  0.000000E+00
 2017 252 1700     0   0         0.000      0.000  0.000000E+00
 2017 252 1800     0   0         0.000      0.000  0.000000E+00
 2017 252 1900     0   0         0.000      0.000  0.000000E+00
 2017 252 2000     0   0         0.000      0.000  0.000000E+00
 2017 252 2100     0   0         0.000      0.000  0.000000E+00
 2017 252 2200     0   0         0.000      0.000  0.000000E+00
 2017 252 2300     0   0         0.000      0.000  0.000000E+00
 2017 253 0000     0   0         0.000      0.000  0.000000E+00
 2017 253 0100     0   0         0.000      0.000  0.000000E+00
 2017 253 0200     0   0         0.000      0.000  0.000000E+00
 2017 253 0300     0   0         0.000      0.000  0.000000E+00
 2017 253 0400     0   0         0.000      0.000  0.000000E+00
 2017 253 0500     0   0         0.000      0.000  0.000000E+00
 2017 253 0600     0   0         0.000      0.000  0.000000E+00
 2017 253 0700     0   0         0.000      0.000  0.000000E+00
 2017 253 0800     0   0         0.000      0.000  0.000000E+00
 2017 253 0900     0   0         0.000      0.000  0.000000E+00
 2017 253 1000     0   0         0.000      0.000  0.000000E+00
 2017 253 1100     0   0         0.000      0.000  0.000000E+00
 2017 253 1200     0   0         0.000      0.000  0.000000E+00
 2017 253 1300     0   0         0.000      0.000  0.000000E+00
 2017 253 1400     0   0         0.000      0.000  0.000000E+00
 2017 253 1500     0   0         0.000      0.000  0.000000E+00
 2017 253 1600     0   0         0.000      0.000  0.000000E+00
 2017 253 1700     0   0         0.000      0.000  0.000000E+00
 2017 253 1800     0   0         0.000      0.000  0.000000E+00
 2017 253 1900     0   0         0.000      0.000  0.000000E+00
 2017 253 2000     0   0         0.000      0.000  0.000000E+00
 2017 253 2100     0   0         0.000      0.000  0.000000E+00
 2017 253 2200     0   0         0.000      0.000  0.000000E+00
 2017 253 2300     0   0         0.000      0.000  0.000000E+00
 2017 254 0000     0   0         0.000      0.000  0.000000E+00
 2017 254 0100     0   0         0.000      0.000  0.000000E+00
 2017 254 0200     0   0         0.000      0.000  0.000000E+00
 2017 254 0300     0   0         0.000      0.000  0.000000E+00
 2017 254 0400     0   0         0.000      0.000  0.000000E+00
 2017 254 0500     0   0         0.000      0.000  0.000000E+00
 2017 254 0600     0   0         0.000      0.000  0.000000E+00
 2017 254 0700     0   0         0.000      0.000  0.000000E+00
 2017 254 0800     0   0         0.000      0.000  0.000000E+00
 2017 254 0900     0   0         0.000      0.000  0.000000E+00
 2017 254 1000     0   0         0.000      0.000  0.000000E+00
 2017 254 1100     0   0         0.000      0.000  0.000000E+00
 2017 254 1200     0   0         0.000      0.000  0.000000E+00
 2017 254 1300     0   0         0.000      0.000  0.000000E+00
 2017 254 1400     0   0         0.000      0.000  0.000000E+00
 2017 254 1500     0   0         0.000      0.000  0.000000E+00
 2017 254 1600     0   0         0.000      0.000  0.000000E+00
 2017 254 1700     0   0         0.000      0.000  0.000000E+00
 2017 254 1800     0   0         0.000      0.000  0.000000E+00
 2017 254 1900     0   0         0.000      0.000  0.000000E+00
 2017 254 2000     0   0         0.000      0.000  0.000000E+00
 2017 254 2100     0   0         0.000      0.000  0.000000E+00
 2017 254 2200     0   0         0.000      0.000  0.000000E+00
 2017 254 2300     0   0         0.000      0.000  0.000000E+00
 2017 255 0000     0   0         0.000      0.000  0.000000E+00
 2017 255 0100     0   0         0.000      0.000  0.000000E+00
 2017 255 0200     0   0         0.000      0.000  0.000000E+00
 2017 255 0300     0   0         0.000      0.000  0.000000E+00
 2017 255 0400     0   0         0.000      0.000  0.000000E+00
 2017 255 0500     0   0         0.000      0.000  0.000000E+00
 2017 255 0600     0   0         0.000      0.000  0.000000E+00
 2017 255 0700     0   0         0.000      0.000  0.000000E+00
 2017 255 0800     0   0         0.000      0.000  0.000000E+00
 2017 255 0900     0   0         0.000      0.000  0.000000E+00
 2017 255 1000     0   0         0.000      0.000  0.000000E+00
 2017 255 1100    19   0  D    762.221   5038.771  1.509507E+00
 2017 255 1200    19   0  D    762.221   5038.771  1.232160E+00
 2017 255 1300    19   0  D    762.221   5038.771  1.803128E+00
 2017 255 1400    19   0  D    762.221   5038.771  1.804138E+00
 2017 255 1500    19   0  D    762.221   5038.771  2.469923E+00
 2017 255 1600    19   0  D    762.221   5038.771  1.989473E+00
